timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-08T11:10:09,EcoAI,7a4855e0-1335-400a-9645-5e2dbd4eb9ac,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.006265699999858,2.1588099907547747e-05,1.961437284541298e-06,3.917360578181818,0.0,10.0,6.778791255423069e-06,0.0,2.3480333055553933e-05,3.0259124310977005e-05,0.0,India,IND,,,,Windows-11-10.0.26200-SP0,3.14.2,3.2.3,8,13th Gen Intel(R) Core(TM) i3-1315U,,,79.0011,21.9974,15.65216064453125,machine,0.0,0,66.27777777777777,10.371456146240234,N,1.0,0.0
